Russian_term	English_term	Russian_sentence	English_sentence_expert	en_google Russian_sentence	en_nllb Russian_sentence	en_marian Russian_sentence	consistency
принцип соответствия	correspondence principle	Принцип соответствия реализуется, вероятно, благодаря тому обстоятельству, что время в теории роста кристалла как физическая переменная должна быть введена только на термодинамическом масштабном уровне.	The correspondence principle is likely implemented because, as a physical variable, time should be introduced into the crystal growth theory only at the thermodynamic scale level.	The principle of conformity is probably realized due to the fact that the time in the theory of crystal growth as a physical variable should be introduced only at the thermodynamic large -scale level.	The correspondence principle is probably realized by the fact that time in the crystal growth theory as a physical variable should only be introduced at a thermodynamic scale.	The principle of conformity is probably realized by the fact that time in the growth theory of the crystal as a physical variable should only be introduced at a thermodynamic scale.	True
элементный состав	elemental composition	Для определения влияния разности потенциалов на элементный состав НТ был применен метод ЭДА.	To determine the influence of the potential difference on the NT elemental composition, we applied the EDA method.	To determine the influence of the potential difference on the elemental composition of NT, the Ed.	The ed method was used to determine the effect of the potential difference on the elementary composition of the n-th.	The Eda method has been used to determine the effect of potential differences on the element composition of nt.	True
элементный состав	elemental composition	Представлены результаты изучения влияния разности прикладываемых потенциалов на элементный состав и структурные свойства Zn-нанотрубок, полученных методом электрохимического осаждения.	The influence of the applied potential difference on the elemental composition and structural properties of Zn nanotubes prepared by electrochemical deposition was studied.	The results of the study of the effect of the difference in the potentials on the elemental composition and structural properties of the ZN-Nanotubes obtained by electrochemical precipitation are presented.	The results of the study of the effect of the variation of the applied potentials on the elementary composition and structural properties of zn-nanotubes obtained by the electrochemical sedimentation method are presented.	The results of the study on the effects of the different applied potentials on the element composition and structural properties of zn nanotubes derived from electrochemical deposition are presented.	True
элементный состав	elemental composition	Элементный состав карбонизированных образцов хлопкового пуха определяли методом рентгенофлуоресцентного анализа (РФлА) на рентгеновском дифрактометре с использованием детектора-спектрометра X-123SDD (Amptek, США) [16].	The elemental composition of carbonized cotton down samples was determined by X-ray fluorescence (XRF) analysis on an X-ray diffractometer using a detector spectrometer X-123SDD (Amptek, USA) [16].	The elemental composition of the carbonyized cotton fluff samples was determined by X-ray-fluorescent analysis (RFLA) on the X-ray dipractometer using the X-123SDD (Amptek, USA) detector-spectrometer [16].	The elementary composition of the carbonised samples of the cotton pulp was determined by the x-123sdd detector-spectrometer (amptek, ssh) x-ray diffractor analyze (rfla) method [16].	The elemental composition of carbonized cotton cane samples was determined by X-ray-fluorescent analysis (rfla) on an X-ray difracmeter using a x-123sddd detector (amptek, slag) [16].	True
элементный состав	elemental composition	Элементный состав глиняной основы определяли в центральной области поперечных шлифов образцов.	The elemental composition of the clay base was determined in the central region of sample transverse sections.	The elemental composition of the clay base was determined in the central region of transverse grinders of samples.	The elemental composition of the clay base was determined in the central region of the transverse shafts of the samples.	The elemental composition of the clay base was determined in the central area of the cross-sectionals of the samples.	True
элементный состав	elemental composition	Выявлено, что их элементный состав существенно различается по следующим показателям (табл. 3, рис. 6):	The following significant distinctions were revealed between them (Table 3, Fig. 6):	It was revealed that their elemental composition differs significantly in the following indicators (Table 3, Fig. 6):	It is found that their elementary composition differs significantly by the following indicators (Table 3, Figure 6):	The following indicators show significant differences in their composition (Table 3, Figure 6):	False
элементный состав	elemental composition	Микроэлементный состав образцов краснолаковой керамики по данным МС-ИСП (мг/кг)	Trace element composition of red glazed ceramic samples according to the ICP-MS data (mg/ kg)	The microelene composition of the samples of the Krasnolakaya ceramics according to MS-ISP (MG/KG)	micro-element composition of the samples of red-wax ceramics according to mS-isp data (mg/kg)	Micronutrient composition of red-lace ceramic samples from ms-ip (mg/kg)	False
элементный состав	elemental composition	Также на берестяной грамоте, относящейся ко второй половине XIV века, был определен элементный состав и проведено элементное картирование участков поверхности как с нанесенными на нее буквами, так и вне текста.	In addition, the elemental composition was determined on a birchbark manuscript dated back to the second half of the XIV century, and elemental mapping was performed for the surface areas containing written letters and areas outside the text.	Also, on a birch bark letter, dating back to the second half of the XIV century, an elemental composition was determined and an elemental mapping of surface areas was carried out both with the letters and outside the text.	Also on the 14th century brick script, the elemental composition was determined and the surface sections were mapped out of text and with letters written on it.	Also, an elemental composition and an elemental mapping of surface areas, with both letters and outside text, were identified in the beret of the second half of the xiv century.	True
элементный состав	elemental composition	Для идентификации рудного источника проведен анализ соотношений стабильных изотопов свинцового наплыва и более подробно изучен его элементный состав.	The stable isotope ratio was investigated for the lead excresence, and its elemental composition was analyzed in more detail in order to identify the ore source.	To identify the ore source, an analysis of the ratio of stable isotopes of lead influxes was carried out and its elemental composition was studied in more detail.	For the identification of the mineral source, the ratio of stable isotopes of lead flow has been analyzed and its elemental composition studied in greater detail.	In order to identify the ore source, the ratio of stable isotopes to lead inflow was analysed and its elemental composition was examined in more detail.	True
элементный состав	elemental composition	Согласно данным АЭС-ИСП элементный состав прекурсоров был близок к стехиометрическому и отвечал следующим атомным соотношениям Eu : Ti = 0.85 : 1.00; Eu : Zr = 1.06 : 1.00; Eu : Hf = 1.16 : 1.00.	According to the ICP-AES data, the elemental composition of the precursors was close to stoichiometric and corresponded to the following atomic ratios: Eu : Ti = 0.85 : 1.00; Eu : Zr = 1.06 : 1.00; Eu : Hf = 1.16 : 1.00.	According to the NMS-ISP, the elementary composition of precursors was close to the stoichiometric and corresponded to the following atomic ratios EU: Ti = 0.85: 1.00;EU: ZR = 1.06: 1.00;EU: hf = 1.16: 1.00.	According to aэс-isp data, the elementary composition of the precursors was close to the stehiometric and corresponded to the following atomic ratios eu: ti = 0.85: 1.00; eu: zr = 1.06: 1.00; eu: hf = 1.16: 1.00.	According to aes-ip, the elemental composition of precursors was close to the stoichiometric composition and met the following atomic ratios eu : ti = 0.85 : 1.00; eu : zr = 1.06 : 1.00; eu : hf = 1.16 : 1.00.	True
элементный состав	elemental composition	Серпы, датируемые эпохой поздней бронзы и происходящие из разных регионов, в разное время изучал ряд исследователей [3–5], элементный состав подобных орудий анализировали Е.Н. Черных, В.А. Трифонов и др. [4, 5].	The sickles dating back to the Late Bronze Age and originating from different regions were studied at different times by a number of researchers [3–5]; their elemental composition was analyzed by Chernykh, Trifonov, et al. [4, 5].	The sickles dating from a late bronze era and originating from different regions studied a number of researchers at different times [3-5], the elemental composition of such tools analyzed E.N.Chernykh, V.A.Trifonov et al. [4, 5].	Serp, dating from the late bronze era and originating from different regions, at different times studied by a number of researchers [35], the elementary composition of such weapons analyzed by black ones, trifons etc. [4, 5].	At different times a number of researchers [3-5] have studied the syringes dating from the late bronze era and originating from different regions, and the elemental composition of such instruments has been analysed by e.n. blacks, triphones, etc. [4, 5].	True
электрооптический эффект	electro-optic effect	Отметим, что в отсутствие флексоэлектрического вклада (при Γf = 0) линейный электрооптический эффект в рассматриваемом случае попутного взаимодействия на фоторефрактивной голограмме диффузионного типа определяет амплитуду второй гармоники выходного сигнала (см. формулы (3), (5) и (4)), используемой для измерительных систем с квадратичным режимом фазовой демодуляции [5, 6].	Note that, in the absence of flexoelectric contribution (at Γf = 0), the Pockels effect in our case of copropagating mixing at a diffusion-type photorefractive hologram determines the amplitude of the second harmonic of the output signal (see formulas (3)–(5)), which is used for measuring systems with the quadratic phase-demodulation regime [5, 6].	It should be noted that in the absence of a flexoelectric contribution (with γf = 0), a linear electro -optical effect in the case under consideration in the case interacting in a photorefractive hologram of the diffusion type determines the amplitude of the second harmonic of the output signal (see formula (3), (5) and (4)) usedfor measuring systems with a quadratic regime of phase demodulation [5, 6].	Note that in the absence of a flex-electric input (at γf = 0), the linear electroptic effect in the case of an accompanying interaction on a photorefractive hologram of diffusion type determines the amplitude of the second harmonic of the output signal (see formulas (3), (5) and (4)), used for measuring systems with a quadratic phase demodulation mode [5, 6].	Note that, in the absence of a flexoelectric input (if &lt; f = 0), the linear electrooptic effect in the case under consideration of a side-by-side interaction on a photorefractive hologram of the diffuse type determines the amplitude of the second output harmonic (see formulas (3), (5) and (4)) used for measurement systems with quadratic phase demodulation mode [5, 6].	False
электрооптический эффект	electro-optic effect	Линейный электрооптический эффект (эффект Поккельса)	Linear Electro-Optic Effect (Pockels Effect)	linear electrooptic effect (Pokkels effect)	linear electroptic effect (the effect of the pokkel)	Linear electrooptic effect (pokkels effect)	True
электрооптический эффект	electro-optic effect	Квадратичный электрооптический эффект (эффект Керра)	Quadratic Electro-Optic Effect (Kerr Effect )	square electroopathic effect (Kerra effect)	square electroptic effect (kerr effect)	quadratic electrooptic effect (kerra effect)	True
электрооптический эффект	electro-optic effect	Электрооптический эффект Поккельса, также известный как линейный электрооптический эффект, открыт Поккельсом в 1893 г.	The electro-optic Pockels effect, which is also known as the linear electro-optic effect, was discovered by Pockels in 1893.	The electrooptic effect of Pokkels, also known as a linear electro -optical effect, was opened by Pokkels in 1893.	The electrical optical effect of a pokkel, also known as the linear electroptic effect, was discovered by pokkel in 1893.	The electrooptic effect of the pokkels, also known as the linear electrooptic effect, was discovered by the pokkels in 1893.	True
электрооптический эффект	electro-optic effect	Так как линейный электрооптический эффект возможен только в кристаллах пьезоэлектриков, этот эффект сосуществует с обратным пьезоэффектом.	Since the linear electro-optic effect occurs in only piezoelectric crystals, it coexists with the inverse piezoelectric effect.	Since a linear electrooptic effect is possible only in piezoelectrics crystals, this effect coexists with the opposite piezain effect.	Since linear electroptic effect is only possible in piezoelectric crystals, this effect coexists with the reverse piezo effect.	Since linear electrooptic effects are only possible in piezoelectric crystals, this effect coexists with reverse piezoeffects.	True
электрооптический эффект	electro-optic effect	Линейный электрооптический эффект позволяет осуществлять пространственную, поляризационную, фазовую и амплитудную модуляцию излучения.	The linear electro-optic effect makes it possible to perform spatial, polarization, phase, and amplitude modulation of light.	The linear electroopathic effect allows the spatial, polarization, phase and amplitude modulation of radiation.	The linear electroptic effect allows spatial, polarizing, phase and amplitude modulation of radiation.	A linear electrooptic effect allows for spatial, polarisational, phase and amplitude radiation.	True
электрооптический эффект	electro-optic effect	Эффект Керра, или квадратичный электрооптический эффект, – явление изменения  оптического материала, пропорционального квадрату  приложенного .	The essence of the Kerr effect (or quadratic electro-optic effect) is the change in the refractive index of optical material, which is proportional to the squared strength of applied electric field.	The effect of Kerra, or a quadratic electro -optical effect, is a phenomenon of a change in the optical material proportional to the application of the attached.	The kerr effect, or quadratic electroptic effect, is the phenomenon of changing optical material proportional to the square of the applied material.	The effect of kerra, or quadratic electrooptic effect, is a phenomenon of variation of the optical material proportional to the square of the attached.	True
электрооптический эффект	electro-optic effect	В настоящее время квадратичный электрооптический эффект Керра используется редко.	Currently the quadratic electro-optic Kerr effect is used rarely.	Currently, the quadratic electroopathic effect of Kerra is rarely used.	The square electrical optical effect of the current is rarely used.	The quadratic electrooptic effect of kerra is currently rarely used.	False
электрооптический эффект	electro-optic effect	Кварц – один из первых кристаллов, на котором был измерен линейный электрооптический эффект [11].	It is one of the first crystals in which the linear electro-optic effect was measured [11].	Quartz is one of the first crystals on which a linear electro -optical effect was measured [11].	Quartz  is one of the first crystals to measure linear electroptic effect [11].	quartz is one of the first crystals on which linear electrooptic effects [11] were measured.	True
электрооптический эффект	electro-optic effect	В направлениях, близких к оптической оси, наблюдается резкое уменьшение изменения двупреломления, обусловленное сильным влиянием оптической активности на электрооптический эффект.	One can observe a sharp decrease in the change in birefringence along the directions close to the optical axis, which is caused by the strong influence of optical activity on the electro-optic effect.	In directions close to the optical axis, there is a sharp decrease in a change in double -festival, due to the strong influence of optical activity on the electroopathic effect.	In the directions near the optical axis, there is a sharp decrease in the change in the double-breaking due to the strong effect of optical activity on the electroptic effect.	In the directions close to the optical axis, there is a sharp decrease in the change in bibliography due to the strong influence of the optical activity on the electrooptic effect.	True
